CID100000119	CID000000119	C0002792	LLT	C0002792	Anaphylactic shock
CID100000119	CID000000119	C0002792	PT	C0002792	Anaphylactic shock
CID100000119	CID000000119	C0002994	LLT	C0002994	Angioedema
CID100000119	CID000000119	C0002994	PT	C0002994	Angioedema
CID100000119	CID000000119	C0030193	LLT	C0030193	Pain
CID100000119	CID000000119	C0030193	PT	C0030193	Pain
CID100000119	CID000000119	C0042109	LLT	C0042109	Urticaria
CID100000119	CID000000119	C0042109	PT	C0042109	Urticaria
CID100000119	CID000000119	C0863083	LLT	C0863083	Injection site tenderness
CID100000119	CID000000119	C0863083	PT	C0151828	Injection site pain
CID100000137	CID000000137	C0002871	LLT	C0002871	Anaemia
CID100000137	CID000000137	C0002871	PT	C0002871	Anaemia
CID100000137	CID000000137	C0003537	LLT	C0003537	Aphasia
CID100000137	CID000000137	C0003537	PT	C0003537	Aphasia
CID100000137	CID000000137	C0004936	LLT	C0004936	Mental disorder
CID100000137	CID000000137	C0004936	PT	C0004936	Mental disorder
CID100000137	CID000000137	C0006118	LLT	C0006118	Brain neoplasm
CID100000137	CID000000137	C0006118	PT	C0006118	Brain neoplasm
CID100000137	CID000000137	C0009450	LLT	C0009450	Infection
CID100000137	CID000000137	C0009450	PT	C0009450	Infection
CID100000137	CID000000137	C0011991	LLT	C0011991	Diarrhoea
CID100000137	CID000000137	C0011991	PT	C0011991	Diarrhoea
CID100000137	CID000000137	C0013604	LLT	C0013604	Oedema
CID100000137	CID000000137	C0013604	PT	C0013604	Oedema
CID100000137	CID000000137	C0015230	LLT	C0015230	Rash
CID100000137	CID000000137	C0015230	PT	C0015230	Rash
CID100000137	CID000000137	C0015230	PT	C0011603	Dermatitis
CID100000137	CID000000137	C0015256	LLT	C0015256	Excoriation
CID100000137	CID000000137	C0015256	PT	C0015256	Excoriation
CID100000137	CID000000137	C0015397	LLT	C0015397	Eye disorder
CID100000137	CID000000137	C0015397	PT	C0015397	Eye disorder
CID100000137	CID000000137	C0015967	LLT	C0015967	Body temperature increased
CID100000137	CID000000137	C0015967	PT	C0015967	Body temperature increased
CID100000137	CID000000137	C0017178	LLT	C0017178	Gastrointestinal disorder
CID100000137	CID000000137	C0017178	PT	C0017178	Gastrointestinal disorder
CID100000137	CID000000137	C0017638	LLT	C0017638	Glioma
CID100000137	CID000000137	C0017638	PT	C0017638	Glioma
CID100000137	CID000000137	C0018681	LLT	C0018681	Headache
CID100000137	CID000000137	C0018681	PT	C0018681	Headache
CID100000137	CID000000137	C0018799	LLT	C0018799	Cardiac disorder
CID100000137	CID000000137	C0018799	PT	C0018799	Cardiac disorder
CID100000137	CID000000137	C0018979	LLT	C0018979	Hemianopia
CID100000137	CID000000137	C0018979	PT	C0018979	Hemianopia
CID100000137	CID000000137	C0018989	LLT	C0018989	Hemiparesis
CID100000137	CID000000137	C0018989	PT	C0018989	Hemiparesis
CID100000137	CID000000137	C0019080	LLT	C0019080	Haemorrhage
CID100000137	CID000000137	C0019080	PT	C0019080	Haemorrhage
CID100000137	CID000000137	C0019080	PT	C0518015	Haemoglobin
CID100000137	CID000000137	C0019348	LLT	C0019348	Herpes simplex
CID100000137	CID000000137	C0019348	PT	C0019348	Herpes simplex
CID100000137	CID000000137	C0020429	LLT	C0020429	Hyperpathia
CID100000137	CID000000137	C0020429	PT	C0020453	Hyperaesthesia
CID100000137	CID000000137	C0020429	PT	C0020429	Hyperpathia
CID100000137	CID000000137	C0020580	LLT	C0020580	Hypoaesthesia
CID100000137	CID000000137	C0020580	PT	C0020580	Hypoaesthesia
CID100000137	CID000000137	C0020649	LLT	C0020649	Hypotension
CID100000137	CID000000137	C0020649	PT	C0020649	Hypotension
CID100000137	CID000000137	C0023518	LLT	C0023518	Leukocytosis
CID100000137	CID000000137	C0023518	PT	C0023518	Leukocytosis
CID100000137	CID000000137	C0027497	LLT	C0027497	Nausea
CID100000137	CID000000137	C0027497	PT	C0027497	Nausea
CID100000137	CID000000137	C0027651	LLT	C0027651	Neoplasm
CID100000137	CID000000137	C0027651	PT	C0027651	Neoplasm
CID100000137	CID000000137	C0027765	LLT	C0027765	Nervous system disorder
CID100000137	CID000000137	C0027765	PT	C0027765	Nervous system disorder
CID100000137	CID000000137	C0027769	LLT	C0027769	Nervousness
CID100000137	CID000000137	C0027769	PT	C0027769	Nervousness
CID100000137	CID000000137	C0027769	PT	C0233494	Tension
CID100000137	CID000000137	C0030193	LLT	C0030193	Pain
CID100000137	CID000000137	C0030193	PT	C0030193	Pain
CID100000137	CID000000137	C0030554	LLT	C0030554	Paraesthesia
CID100000137	CID000000137	C0030554	PT	C0030554	Paraesthesia
CID100000137	CID000000137	C0031256	LLT	C0031256	Petechiae
CID100000137	CID000000137	C0031256	PT	C0031256	Petechiae
CID100000137	CID000000137	C0033774	LLT	C0033774	Pruritus
CID100000137	CID000000137	C0033774	PT	C0033774	Pruritus
CID100000137	CID000000137	C0035229	LLT	C0035229	Respiratory insufficiency
CID100000137	CID000000137	C0035229	PT	C1145670	Respiratory failure
CID100000137	CID000000137	C0036508	LLT	C0036508	Seborrhoeic dermatitis
CID100000137	CID000000137	C0036508	PT	C0036508	Seborrhoeic dermatitis
CID100000137	CID000000137	C0036572	LLT	C0036572	Convulsion
CID100000137	CID000000137	C0036572	PT	C0036572	Convulsion
CID100000137	CID000000137	C0037274	LLT	C0037274	Skin disorder
CID100000137	CID000000137	C0037274	PT	C0037274	Skin disorder
CID100000137	CID000000137	C0038814	LLT	C0038814	Sunburn
CID100000137	CID000000137	C0038814	PT	C0038814	Sunburn
CID100000137	CID000000137	C0038814	PT	C0162830	Photosensitivity reaction
CID100000137	CID000000137	C0040034	LLT	C0040034	Thrombocytopenia
CID100000137	CID000000137	C0040034	PT	C0040034	Thrombocytopenia
CID100000137	CID000000137	C0040038	LLT	C0040038	Thromboembolism
CID100000137	CID000000137	C0040038	PT	C0013922	Embolism
CID100000137	CID000000137	C0040038	PT	C0340726	Embolism venous
CID100000137	CID000000137	C0041582	LLT	C0041582	Ulcer
CID100000137	CID000000137	C0041582	PT	C0041582	Ulcer
CID100000137	CID000000137	C0041834	LLT	C0041834	Erythema
CID100000137	CID000000137	C0041834	PT	C0041834	Erythema
CID100000137	CID000000137	C0042373	LLT	C0042373	Angiopathy
CID100000137	CID000000137	C0042373	PT	C0042373	Angiopathy
CID100000137	CID000000137	C0042963	LLT	C0042963	Vomiting
CID100000137	CID000000137	C0042963	PT	C0042963	Vomiting
CID100000137	CID000000137	C0085593	LLT	C0085593	Chills
CID100000137	CID000000137	C0085593	PT	C0085593	Chills
CID100000137	CID000000137	C0085641	LLT	C0085641	Rash pustular
CID100000137	CID000000137	C0085641	PT	C0085641	Rash pustular
CID100000137	CID000000137	C0151505	LLT	C0151505	Application site reaction
CID100000137	CID000000137	C0151505	PT	C0151505	Application site reaction
CID100000137	CID000000137	C0151662	LLT	C0151662	Gamma-glutamyltransferase increased
CID100000137	CID000000137	C0151662	PT	C0151662	Gamma-glutamyltransferase increased
CID100000137	CID000000137	C0151717	LLT	C0151717	Skin hypertrophy
CID100000137	CID000000137	C0151717	PT	C0151717	Skin hypertrophy
CID100000137	CID000000137	C0151904	LLT	C0151904	Aspartate aminotransferase increased
CID100000137	CID000000137	C0151904	PT	C0151904	Aspartate aminotransferase increased
CID100000137	CID000000137	C0151905	LLT	C0151905	Alanine aminotransferase increased
